"ID","Nome","Etiqueta","Proprietário","Pessoas","Negócios em aberto","Organização criada","Atualizado em","Visível para","Próxima atividade em","Data da última atividade","Negócios ganhos","Negócios perdidos","Negócios fechados","Total de atividades","Atividades concluídas","Atividades para fazer","Número de mensagens de e-mail","Foto de perfil","Endereço","Latitude de Endereço","Longitude de Endereço","Nº de apartamento de Endereço","Número da casa de Endereço","Nome da rua de Endereço","Distrito/sub-localidade de Endereço","Cidade/município/vila/localidade de Endereço","Estado de Endereço","Região de Endereço","País de Endereço","CEP/Código postal de Endereço","Endereço completo/combinado de Endereço","Etiquetas","[IC] Linkedin (Company Page)","CNPJ"
"3487","KLINGELE PAPER NOVA CAMPINA LTDA.","","Nicholson","1","0","2024-07-02 22:50:55","2024-07-02 22:51:10","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","RODOVIA LUIZ JOSE SGUARIO S/N, Nova Campina, SP","","","","","","","","","","","","","","",""
"3488","AGROP-AGROPEC ORLANDO P D JUNQUEIRA LTDA","","Nicholson","1","0","2024-07-02 22:50:55","2024-07-02 22:50:58","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","AVENIDA TRES 446, Orlândia, SP","","","","","","","","","","","","","","",""
"3489","FERRO + MINERACAO S.A.","","Nicholson","1","0","2024-07-02 22:50:58","2024-07-02 22:51:01","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Rua Desembargador Jorge Fontana S/N, Ouro Preto, MG","","","","","","","","","","","","","","",""
"3490","PERIMETRAL MONTAGEM LTDA","","Nicholson","1","0","2024-07-02 22:50:58","2024-07-02 22:51:01","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Avenida Prefeito Alberto Moura 4100, Sete Lagoas, MG","","","","","","","","","","","","","","",""
"3491","SERRA BRANCA AGRICOLA S/A","","Nicholson","1","0","2024-07-02 22:50:58","2024-07-02 22:57:03","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","EST POVOADO FLORES S/N, URUCUI, PI","","","","","","","","","","","","","","",""
"3492","LAFARGEHOLCIM (BRASIL) S.A.","","Nicholson","2","0","2024-07-02 22:50:58","2024-07-02 22:53:36","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","ESTRADA DOUTOR CICERO BORGES DE MORAIS 4661, BARUERI, SP","","","","","","","","","","","","","","",""
"3493","PESSEGO TRANSPORTES LTDA","","Nicholson","1","0","2024-07-02 22:50:59","2024-07-02 22:51:02","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"3494","ENERGY TECH SOLUCOES ELETRICAS EIRELI","","Nicholson","2","0","2024-07-02 22:50:59","2024-07-08 16:28:54","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","Rua Almelo 9, São Paulo, SP","","","","","","","","","","","","","","",""
"3495","NORSA REFRIGERANTES S.A","","Nicholson","0","0","2024-07-02 22:50:59","2024-07-02 22:51:12","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","ROD BR 116 S/N, VITORIA DA CONQUISTA, BA","","","","","","","","","","","","","","",""
"3496","MARILIA CATELLI PORTO","","Nicholson","1","0","2024-07-02 22:50:59","2024-07-02 22:51:02","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","R MANOEL BERMUDES DA SILVA 61, SERRA, ES","","","","","","","","","","","","","","",""
"3497","csn","","Nicholson","2","0","2024-07-02 22:50:59","2024-07-15 14:17:05","Grupo de visibilidade do proprietário do item","","2024-07-15","2","0","2","4","4","0","0","","","","","","","","","","","","","","","","",""
"3498","vix renato","","Nicholson","1","0","2024-07-02 22:50:59","2024-07-02 22:51:02","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","MACAE, RJ","","","","","","","","","","","","","","",""
"3499","AGROPECUARIA IPUA LTDA","","Nicholson","1","0","2024-07-02 22:51:01","2024-07-02 22:59:43","Grupo de visibilidade do proprietário do item","","","1","1","2","0","0","0","0","","FAZ SAO PAULO S/N, IPAMERI, GO","","","","","","","","","","","","","","",""
"3500","ARAGUAIA NIQUEL METAIS","","Nicholson","2","0","2024-07-02 22:51:02","2024-07-02 22:56:07","Grupo de visibilidade do proprietário do item","","","4","1","5","0","0","0","0","","Rua Brasilia S/N, Conceição do Araguaia, PA","","","","","","","","","","","","","","",""
"3501","LOGISTICA AMBIENTAL DE SAO PAULO S.A - LOGA","","Nicholson","1","0","2024-07-02 22:51:02","2024-07-02 22:51:06","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Avenida Gonçalo Madeira 400, São Paulo, SP","","","","","","","","","","","","","","",""
"3502","plano b transportes","","Nicholson","1","0","2024-07-02 22:51:02","2024-07-02 22:51:04","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"3503","REFRESCOS GUARARAPES LTDA","","Nicholson","0","0","2024-07-02 22:51:02","2024-07-02 22:51:08","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Avenida Engenheiro Emiliano Macieira 02, São Luís, MA","","","","","","","","","","","","","","",""
"3504","cazanga","","Nicholson","1","0","2024-07-02 22:51:03","2024-07-02 22:51:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ARCOS, MG","","","","","","","","","","","","","","",""
"3505","servilub","","Nicholson","1","0","2024-07-02 22:51:03","2024-07-02 22:51:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ARACRUZ, ES","","","","","","","","","","","","","","",""
"3506","evolucao - clinica & consultoria ltda.","","Nicholson","1","0","2024-07-02 22:51:03","2024-07-02 22:51:06","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","RIO DE JANEIRO, RJ","","","","","","","","","","","","","","",""
"3507","WABTEC BRASIL FABRICACAO E MANUTENCAO DE EQUIPAMENTOS LTDA.","","Nicholson","1","0","2024-07-02 22:51:03","2024-07-02 22:51:06","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","R OSCAR VIDAL 274, JUIZ DE FORA, MG","","","","","","","","","","","","","","",""
"3508","NORSA REFRIGERANTES S.A","","Nicholson","2","0","2024-07-02 22:51:04","2024-07-02 22:53:16","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","AV MARIO ANDREAZZA 1800, VARZEA GRANDE, MT","","","","","","","","","","","","","","",""
"3509","AGROPECUARIA SANTA MARIA AGRICOLA LTDA","","Nicholson","1","0","2024-07-02 22:51:05","2024-07-02 22:51:06","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","FAZ SANTA MARIA, RODOVIA GO-309, KM 52, S/N, SALA II S/N, CALDAS NOVAS, GO","","","","","","","","","","","","","","",""
"3510","InterCement Brasil S/A - Candiota","","Nicholson","1","0","2024-07-02 22:51:06","2024-07-02 22:51:08","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Acesso Cimbage S/N, Candiota, RS","","","","","","","","","","","","","","",""
"3511","ECONSERVATION ESTUDOS E PROJETOS AMBIENTAIS LTDA","","Nicholson","1","0","2024-07-02 22:51:06","2024-07-02 22:51:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","R JOSE ALEXANDRE BUAIZ 300, VITORIA, ES","","","","","","","","","","","","","","",""
"3512","votorantim cimentos","","Nicholson","5","0","2024-07-02 22:51:06","2025-09-15 11:32:02","Grupo de visibilidade do proprietário do item","","2025-09-15","5","4","9","2","2","0","0","","","","","","","","","","","","","","","","",""
"3513","deimos","","Nicholson","1","0","2024-07-02 22:51:06","2024-07-02 22:51:10","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","MANDAGUARI, PR","","","","","","","","","","","","","","",""
"3514","NORSA REFRIGERANTES S.A - THE AGUA MINERAL","","Nicholson","0","0","2024-07-02 22:51:06","2024-07-02 22:51:14","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Avenida União 3020, Teresina, PI","","","","","","","","","","","","","","",""
"3515","ESTALEIRO JURONG ARACRUZ LTDA.","","Nicholson","1","0","2024-07-02 22:51:08","2024-07-02 22:51:10","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","ROD ES-010 S/N, ARACRUZ, ES","","","","","","","","","","","","","","",""
"3516","Imetame Metalmecanica Ltda","","Nicholson","1","0","2024-07-02 22:51:08","2024-07-02 22:51:29","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"3517","eurochem","","Nicholson","3","0","2024-07-02 22:51:08","2024-07-02 22:57:44","Grupo de visibilidade do proprietário do item","","","3","1","4","0","0","0","0","","","","","","","","","","","","","","","","",""
"3518","iblow","","Nicholson","1","0","2024-07-02 22:51:10","2024-07-02 22:51:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","BELO HORIZONTE","","","","","","","","","","","","","","",""
"3519","MONTEMEC MONTAGENS ENGENHARIA E CONSTRUCOES LTDA","","Nicholson","2","0","2024-07-02 22:51:10","2024-07-02 22:52:22","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","AV NIAGARA 501, NOVA LIMA, MG","","","","","","","","","","","","","","",""
"3520","grego ferramentas","","Nicholson","1","0","2024-07-02 22:51:10","2024-07-02 22:51:12","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","APARECIDA DE GOIANIA","","","","","","","","","","","","","","",""
"3521","NORSA REFRIGERANTES S.A","","Nicholson","1","0","2024-07-02 22:51:10","2024-07-02 22:51:12","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","AV ANTONIO LISBOA DE AMORIM 799, MACEIO, AL","","","","","","","","","","","","","","",""
"3522","iblow","","Nicholson","1","0","2024-07-02 22:51:10","2024-07-02 22:51:12","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","BARCARENA, PA","","","","","","","","","","","","","","",""
"3523","JR EQUIPAMENTOS COMERCIO E ATACADO LTDA","","Nicholson","1","0","2024-07-02 22:51:10","2024-07-02 22:51:14","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","AV ALBERTO MARANHAO 1240, MOSSORO, RN","","","","","","","","","","","","","","",""
"3524","JF PASQUA CONDUTORES ELETRICOS EIRELI","","Nicholson","1","0","2024-07-02 22:51:12","2024-07-02 22:56:42","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","","","","","","","","","","","","","","","",""
"3525","COFCO INTERNATIONAL BRASIL S.A.","","Nicholson","1","0","2024-07-02 22:51:12","2024-07-02 22:56:52","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","Rua Maranhão, Catanduva, SP","","","","","","","","","","","","","","",""
"3526","RIO DE JANEIRO REFRESCOS LTDA","","Nicholson","1","0","2024-07-02 22:51:12","2024-07-12 07:32:15","Grupo de visibilidade do proprietário do item","","2024-07-12","0","1","1","2","2","0","0","","Rua André Rocha 2229, Rio de Janeiro, RJ","","","","","","","","","","","","","","",""
"3527","Joanes Deis Paiva do Nascimento - ME","","Nicholson","1","0","2024-07-02 22:51:12","2024-07-02 22:51:51","Grupo de visibilidade do proprietário do item","","","2","0","2","0","0","0","0","","Beco Operária 84, Manaus, AM","","","","","","","","","","","","","","",""
"3528","Mahnic Operadora Logistica Ltda","","Nicholson","3","1","2024-07-02 22:51:14","2024-08-08 12:01:17","Grupo de visibilidade do proprietário do item","2024-08-08","2024-08-01","9","2","11","4","2","2","0","","","","","","","","","","","","","","","","","01.657.287/0001-90"
"3529","transzape transportes rodoviarios ltda","","Nicholson","1","0","2024-07-02 22:51:14","2024-07-02 22:51:16","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","TUBARAO, SC","","","","","","","","","","","","","","",""
"3530","NORSA REFRIGERANTES S.A","","Nicholson","0","0","2024-07-02 22:51:14","2024-07-02 22:51:24","Grupo de visibilidade do proprietário do item","","","3","0","3","0","0","0","0","","ESTRADA TERCEIRO ACESSO DA PE-060 7465, Cabo de Santo Agostinho, PE","","","","","","","","","","","","","","",""
"3531","ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.","","Nicholson","1","0","2024-07-02 22:51:14","2024-07-02 22:51:16","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","R MANOEL PEREIRA 267, PARANAGUA, PR","","","","","","","","","","","","","","",""
"3532","CSN CIMENTOS BRASIL S.A.","","Nicholson","3","0","2024-07-02 22:51:14","2025-07-30 18:53:52","Grupo de visibilidade do proprietário do item","","2025-07-30","2","1","3","5","5","0","0","","AV AMINTAS JACQUES DE MORAIS 4545, MONTES CLAROS, MG","","","","","","","","","","","","","","",""
"3533","erg engenharia ltda","","Nicholson","1","0","2024-07-02 22:51:14","2024-07-02 22:51:16","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","BELO HORIZONTE, MG","","","","","","","","","","","","","","",""
"3534","ignição","","Nicholson","0","0","2024-07-02 22:51:14","2024-07-02 22:53:14","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","SAO JOSE DA LAPA","","","","","","","","","","","","","","",""
"3535","Votorantim Cimentos S.a. - Vidal Ramos","","Nicholson","1","0","2024-07-02 22:51:16","2024-07-02 22:51:18","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","Rod Sc 427 S/N, Vidal Ramos, SC","","","","","","","","","","","","","","",""
"3536","manserv","","Nicholson","4","0","2024-07-02 22:51:16","2024-07-02 23:00:14","Grupo de visibilidade do proprietário do item","","","3","2","5","0","0","0","0","","","","","","","","","","","","","","","","",""
"3537","Auto Viacao M M Souza Turismo Ltda","","Nicholson","1","0","2024-07-02 22:51:18","2024-07-02 22:51:20","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"3538","MUNICIPIO DE ARAUCARIA","","Nicholson","1","0","2024-07-02 22:51:18","2024-07-02 22:51:20","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","R PEDRO DRUSZCZ 111, ARAUCARIA, PR","","","","","","","","","","","","","","",""
"3539","Majovi Produtos Quimicos - Eireli - EPP","","Nicholson","1","0","2024-07-02 22:51:18","2024-07-02 22:51:20","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","RUA PROFESSOR ARMANDO LINO ANTUNES 100, Mairinque, SP","","","","","","","","","","","","","","",""
"3540","ENEQUIPA EQUIPAMENTOS DE PROTECAO LTDA -ME","","Nicholson","1","0","2024-07-02 22:51:18","2024-07-02 22:51:20","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","","","","","","","","","","","","","","","",""
"3541","Votorantim Cimentos S.A - Salto de Pirapora","","Eduardo Luna","2","1","2024-07-02 22:51:18","2026-01-09 14:51:30","Grupo de visibilidade do proprietário do item","","2025-08-28","3","2","5","2","2","0","0","","","","","","","","","","","","","","","","",""
"3542","Orla Gestao Ocupacional e Locacoes Ltda","","Nicholson","1","1","2024-07-02 22:51:18","2025-04-07 12:01:05","Grupo de visibilidade do proprietário do item","2025-02-03","2025-01-28","3","0","3","3","1","2","0","","Rua Maria Delunardo Trancoso 146, Serra, ES","","","","","","","","","","","","","","",""
"3543","RUMO MALHA SUL S.A.","","Nicholson","3","0","2024-07-02 22:51:20","2024-07-07 00:42:53","Grupo de visibilidade do proprietário do item","","2024-07-07","3","0","3","2","2","0","0","","Rua Emílio Bertolini 100, Curitiba, PR","","","","","","","","","","","","","","",""
"3544","Companhia De Cimento Da Paraiba - Ccp","","Nicholson","0","0","2024-07-02 22:51:20","2024-07-02 22:57:28","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","Rodovia PB 044 km 18 5 S/N, Pitimbu, PB","","","","","","","","","","","","","","",""
"3545","montarroyos soldas","","Nicholson","1","0","2024-07-02 22:51:22","2024-07-02 22:51:24","Grupo de visibilidade do proprietário do item","","","1","0","1","0","0","0","0","","ARACRUZ, ES","","","","","","","","","","","","","","",""
"3546","consorcio araguaia","","Nicholson","1","0","2024-07-02 22:51:22","2024-07-02 22:51:24","Grupo de visibilidade do proprietário do item","","","0","1","1","0","0","0","0","","CONCEICAO DO ARAGUAIA, PA","","","","","","","","","","","","","","",""
